139575,137852,137858,137923,138484,138490,139011,139026,139527,139547,139554
139577,137858,137923,138484,138490,139011,139026,139527,139547,139554,139575
139580,137923,138484,138490,139011,139026,139527,139547,139554,139575,139577
139582,138484,138490,139011,139026,139527,139547,139554,139575,139577,139580
139590,138490,139011,139026,139527,139547,139554,139575,139577,139580,139582
139593,139011,139026,139527,139547,139554,139575,139577,139580,139582,139590
139599,139026,139527,139547,139554,139575,139577,139580,139582,139590,139593
139607,139527,139547,139554,139575,139577,139580,139582,139590,139593,139599
139615,139547,139554,139575,139577,139580,139582,139590,139593,139599,139607
139705,139246,139252,139318,139360,139471,139476,139526,139556,139579,139697
139471,137013,139460,0,0,0,0,0,0,0,0
139476,137013,139460,139471,0,0,0,0,0,0,0
139526,100139,100142,127570,127770,138693,138709,138900,138986,0,0
139556,0,0,0,0,0,0,0,0,0,0
139579,129524,130593,130603,130614,131295,135189,135193,135199,135205,135413
139697,137428,137483,138135,138140,138148,138149,138178,138182,138268,138335
139705,139554,139575,139577,139580,139582,139590,139593,139599,139607,139615
139719,67464,67472,67478,67527,67536,68063,68139,73110,98932,114387
139737,137483,138135,138140,138148,138149,138178,138182,138268,138335,139697
139750,138689,138692,138695,138713,138725,138728,138773,138782,138791,138811
