86441,86371,86375,86385,86388,86397,86398,86404,86408,86412,86431
86451,86375,86385,86388,86397,86398,86404,86408,86412,86431,86441
86454,86385,86388,86397,86398,86404,86408,86412,86431,86441,86451
86462,86388,86397,86398,86404,86408,86412,86431,86441,86451,86454
86469,86397,86398,86404,86408,86412,86431,86441,86451,86454,86462
86471,86398,86404,86408,86412,86431,86441,86451,86454,86462,86469
86480,86404,86408,86412,86431,86441,86451,86454,86462,86469,86471
86494,86408,86412,86431,86441,86451,86454,86462,86469,86471,86480
86531,86412,86431,86441,86451,86454,86462,86469,86471,86480,86494
86541,86431,86441,86451,86454,86462,86469,86471,86480,86494,86531
86441,86371,86375,86385,86388,86397,86398,86404,86408,86412,86431
86451,86375,86385,86388,86397,86398,86404,86408,86412,86431,86441
86454,86385,86388,86397,86398,86404,86408,86412,86431,86441,86451
86462,86388,86397,86398,86404,86408,86412,86431,86441,86451,86454
86469,86397,86398,86404,86408,86412,86431,86441,86451,86454,86462
86471,86398,86404,86408,86412,86431,86441,86451,86454,86462,86469
86480,86404,86408,86412,86431,86441,86451,86454,86462,86469,86471
86494,86408,86412,86431,86441,86451,86454,86462,86469,86471,86480
86531,86412,86431,86441,86451,86454,86462,86469,86471,86480,86494
86541,86431,86441,86451,86454,86462,86469,86471,86480,86494,86531
