16655,14914,16251,16590,16594,16606,16613,16624,16628,16630,16649
16773,16104,16164,16216,16217,16219,16224,16240,16286,16653,16752
16838,16216,16217,16219,16224,16240,16286,16653,16752,16773,16814
17967,17646,17661,17663,17698,17726,17736,17797,17799,17922,17925
17972,17661,17663,17698,17726,17736,17797,17799,17922,17925,17967
18001,16251,16590,16594,16606,16613,16624,16628,16630,16649,16655
20672,20376,20394,20408,20421,20426,20430,20483,20585,20598,20603
20734,16594,16606,16613,16624,16628,16630,16649,16655,18001,19297
20874,13825,14666,14903,15047,15054,15795,19337,19411,19416,19417
21043,20585,20598,20603,20672,20857,20859,20869,20947,21002,21023
20869,20857,0,0,0,0,0,0,0,0,0
20947,8379,8387,0,0,0,0,0,0,0,0
21002,18585,19109,19138,19175,19288,19665,20469,20538,20798,20810
21023,0,0,0,0,0,0,0,0,0,0
21043,16653,16655,16773,16838,17967,17972,18001,20672,20734,20874
21055,21023,0,0,0,0,0,0,0,0,0
21059,21023,21055,0,0,0,0,0,0,0,0
21075,17736,18099,18211,18254,19313,19315,19318,19337,20585,20603
21088,21023,21055,21059,0,0,0,0,0,0,0
21172,2480,2484,12574,15341,21149,21152,21155,21156,21168,21169
