141662,141589,141591,141610,141621,141627,141630,141642,141644,141652,141656
141666,141591,141610,141621,141627,141630,141642,141644,141652,141656,141662
141667,141610,141621,141627,141630,141642,141644,141652,141656,141662,141666
141684,141621,141627,141630,141642,141644,141652,141656,141662,141666,141667
141685,141627,141630,141642,141644,141652,141656,141662,141666,141667,141684
141686,141630,141642,141644,141652,141656,141662,141666,141667,141684,141685
141687,141642,141644,141652,141656,141662,141666,141667,141684,141685,141686
141698,141644,141652,141656,141662,141666,141667,141684,141685,141686,141687
141701,141652,141656,141662,141666,141667,141684,141685,141686,141687,141698
141707,141656,141662,141666,141667,141684,141685,141686,141687,141698,141701
141662,141589,141591,141610,141621,141627,141630,141642,141644,141652,141656
141666,141591,141610,141621,141627,141630,141642,141644,141652,141656,141662
141667,141610,141621,141627,141630,141642,141644,141652,141656,141662,141666
141684,141621,141627,141630,141642,141644,141652,141656,141662,141666,141667
141685,141627,141630,141642,141644,141652,141656,141662,141666,141667,141684
141686,141630,141642,141644,141652,141656,141662,141666,141667,141684,141685
141687,141642,141644,141652,141656,141662,141666,141667,141684,141685,141686
141698,141644,141652,141656,141662,141666,141667,141684,141685,141686,141687
141701,141652,141656,141662,141666,141667,141684,141685,141686,141687,141698
141707,141656,141662,141666,141667,141684,141685,141686,141687,141698,141701
