109963,109863,109867,109868,109871,109881,109885,109891,109898,109915,109926
109969,109379,109383,109388,109455,109466,109513,109549,109855,109856,109864
109970,109383,109388,109455,109466,109513,109549,109855,109856,109864,109969
110193,109891,109898,109915,109926,109963,109975,109979,110022,110028,110087
110194,109898,109915,109926,109963,109975,109979,110022,110028,110087,110193
110196,109915,109926,109963,109975,109979,110022,110028,110087,110193,110194
110197,109926,109963,109975,109979,110022,110028,110087,110193,110194,110196
113729,100961,100970,100982,103379,103948,104474,105564,106843,109220,113052
113781,110194,110196,110197,110277,112008,112242,112986,113289,113326,113744
113859,77348,78351,79230,87042,90010,92431,97051,103386,103390,113746
100970,95007,95080,95091,100629,100632,100685,100694,100698,100957,100961
100982,95080,95091,100629,100632,100685,100694,100698,100957,100961,100970
103379,68575,70575,70578,73736,73750,75768,93721,93738,97051,99080
103948,100694,100698,100957,100961,100970,100982,103866,103875,103884,103918
104474,103866,103875,103884,103918,103948,104174,104254,104255,104257,104269
105564,63446,63452,71802,75071,78261,79648,85550,87260,91889,102623
106843,53446,53449,53451,53452,53459,53461,53476,53502,59811,73529
109220,104269,104474,104959,105211,105223,108674,108684,108933,108936,109174
113052,59074,71400,74553,74618,81315,84994,93775,98853,102210,108021
113729,109885,109891,109898,109963,109969,109970,110193,110194,110196,110197
