70615,68310,68330,68405,68704,68751,69020,69073,69077,69158,70421
70658,68330,68405,68704,68751,69020,69073,69077,69158,70421,70615
70659,50467,55568,55997,57614,59524,59527,60749,64662,64685,70022
70660,60660,60667,60669,60673,65185,65190,65206,65213,65238,65247
70661,32985,44395,44493,54454,58444,58977,63937,69328,0,0
70666,70006,70034,70047,70057,70103,70111,70122,70144,70358,70433
70684,64975,64976,64981,64994,66511,67369,67373,69371,70133,70182
70706,67164,67170,67184,67200,67800,68473,69005,69664,70194,70232
70707,60686,63835,63976,63989,63996,63999,64220,64227,64246,70642
70712,68928,68956,68979,69007,69017,69030,69829,69835,69848,69862
63941,61248,61296,61348,63704,63727,63741,63754,63760,63771,63776
63945,61296,61348,63704,63727,63741,63754,63760,63771,63776,63941
65959,61348,63704,63727,63741,63754,63760,63771,63776,63941,63945
66104,63704,63727,63741,63754,63760,63771,63776,63941,63945,65959
66114,63727,63741,63754,63760,63771,63776,63941,63945,65959,66104
66122,63741,63754,63760,63771,63776,63941,63945,65959,66104,66114
66128,63754,63760,63771,63776,63941,63945,65959,66104,66114,66122
66203,63760,63771,63776,63941,63945,65959,66104,66114,66122,66128
66259,63771,63776,63941,63945,65959,66104,66114,66122,66128,66203
69120,63776,63941,63945,65959,66104,66114,66122,66128,66203,66259
