17173,1261,1585,1866,1955,3403,3492,8180,9924,9925,15675
25252,3403,3492,8180,9924,9925,15675,17173,17549,20127,23875
25280,3492,8180,9924,9925,15675,17173,17549,20127,23875,25252
31019,25252,25280,26885,27140,27143,27150,27153,29297,29451,30457
31027,25280,26885,27140,27143,27150,27153,29297,29451,30457,31019
35489,27140,27143,27150,27153,29297,29451,30457,31019,31027,32942
54441,50232,50246,50316,50408,50410,50413,50423,50426,50436,50440
54484,48379,48383,48512,49276,52311,52939,52945,52960,52971,53079
63179,51995,51997,52001,52115,52385,52468,60013,61939,62404,62551
66419,66323,66327,66344,66347,66359,66360,66368,66381,66391,66394
69100,68762,0,0,0,0,0,0,0,0,0
69104,68338,68361,68376,68642,68669,68944,68974,69036,69040,69067
69118,68361,68376,68642,68669,68944,68974,69036,69040,69067,69104
69131,68376,68642,68669,68944,68974,69036,69040,69067,69104,69118
69154,68642,68669,68944,68974,69036,69040,69067,69104,69118,69131
69161,68669,68944,68974,69036,69040,69067,69104,69118,69131,69154
69248,0,0,0,0,0,0,0,0,0,0
69266,59212,59213,59221,60400,60402,60494,60517,60538,68320,68335
69285,59213,59221,60400,60402,60494,60517,60538,68320,68335,69266
69479,53026,53068,53150,58715,58718,58722,58742,58768,58778,62898
