131854,126478,127252,127286,127319,130644,131725,131735,131804,131844,131850
131860,127252,127286,127319,130644,131725,131735,131804,131844,131850,131854
138637,131804,131844,131850,131854,131860,131920,131989,131998,136235,136879
138651,131844,131850,131854,131860,131920,131989,131998,136235,136879,138637
140700,131920,131989,131998,136235,136879,138637,138651,139203,139226,139380
141122,131989,131998,136235,136879,138637,138651,139203,139226,139380,140700
141136,131998,136235,136879,138637,138651,139203,139226,139380,140700,141122
141141,136235,136879,138637,138651,139203,139226,139380,140700,141122,141136
142307,136879,138637,138651,139203,139226,139380,140700,141122,141136,141141
142353,138637,138651,139203,139226,139380,140700,141122,141136,141141,142307
127332,4536,64898,64901,64920,66634,66648,115711,127252,127286,127319
130675,53127,58713,69658,74456,81122,86158,94380,113768,124230,124270
132918,93446,93829,98982,100227,103775,104030,108732,109019,114191,126340
136677,93829,98982,100227,103775,104030,108732,109019,114191,126340,132918
137403,98982,100227,103775,104030,108732,109019,114191,126340,132918,136677
141307,97794,106936,106956,107041,107101,111882,128357,140151,140158,140192
141321,106936,106956,107041,107101,111882,128357,140151,140158,140192,141307
141333,106956,107041,107101,111882,128357,140151,140158,140192,141307,141321
141603,58713,69658,74456,81122,86158,94380,113768,124230,124270,130675
142452,100227,103775,104030,108732,109019,114191,126340,132918,136677,137403
