81408,31690,31833,31839,31854,31860,33109,33653,34813,48913,81373
82293,31833,31839,31854,31860,33109,33653,34813,48913,81373,81408
88796,31860,33109,33653,34813,48913,81373,81408,82293,88613,88617
92291,33653,34813,48913,81373,81408,82293,88613,88617,88796,89141
92294,34813,48913,81373,81408,82293,88613,88617,88796,89141,92291
92300,48913,81373,81408,82293,88613,88617,88796,89141,92291,92294
92312,81373,81408,82293,88613,88617,88796,89141,92291,92294,92300
98434,88613,88617,88796,89141,92291,92294,92300,92312,93902,94091
98484,88617,88796,89141,92291,92294,92300,92312,93902,94091,98434
98495,88796,89141,92291,92294,92300,92312,93902,94091,98434,98484
89141,10302,88613,88617,0,0,0,0,0,0,0
92291,31670,31690,31833,31839,31854,31860,81373,81408,82293,88796
92294,31690,31833,31839,31854,31860,81373,81408,82293,88796,92291
92300,31833,31839,31854,31860,81373,81408,82293,88796,92291,92294
92312,31839,31854,31860,81373,81408,82293,88796,92291,92294,92300
93902,93805,93808,93815,93816,93824,93840,93841,93856,93896,93899
94091,91782,91815,92255,92387,92652,92663,93906,93923,93993,94004
98434,31854,31860,81373,81408,82293,88796,92291,92294,92300,92312
98484,31860,81373,81408,82293,88796,92291,92294,92300,92312,98434
98495,81373,81408,82293,88796,92291,92294,92300,92312,98434,98484
