141542,119373,119411,119447,123987,124025,124562,130015,130117,130734,141270
145533,119411,119447,123987,124025,124562,130015,130117,130734,141270,141542
145543,119447,123987,124025,124562,130015,130117,130734,141270,141542,145533
145546,123987,124025,124562,130015,130117,130734,141270,141542,145533,145543
145587,124025,124562,130015,130117,130734,141270,141542,145533,145543,145546
145596,124562,130015,130117,130734,141270,141542,145533,145543,145546,145587
145607,130015,130117,130734,141270,141542,145533,145543,145546,145587,145596
145615,130117,130734,141270,141542,145533,145543,145546,145587,145596,145607
145624,130734,141270,141542,145533,145543,145546,145587,145596,145607,145615
145649,141270,141542,145533,145543,145546,145587,145596,145607,145615,145624
141542,119373,119411,119447,123987,124025,124562,130015,130117,130734,141270
145533,119411,119447,123987,124025,124562,130015,130117,130734,141270,141542
145543,119447,123987,124025,124562,130015,130117,130734,141270,141542,145533
145546,123987,124025,124562,130015,130117,130734,141270,141542,145533,145543
145587,124025,124562,130015,130117,130734,141270,141542,145533,145543,145546
145596,124562,130015,130117,130734,141270,141542,145533,145543,145546,145587
145607,130015,130117,130734,141270,141542,145533,145543,145546,145587,145596
145615,130117,130734,141270,141542,145533,145543,145546,145587,145596,145607
145624,130734,141270,141542,145533,145543,145546,145587,145596,145607,145615
145649,141270,141542,145533,145543,145546,145587,145596,145607,145615,145624
