25093,23949,23959,23961,23983,24002,24384,24430,24441,24448,24579
25117,23959,23961,23983,24002,24384,24430,24441,24448,24579,25093
25139,23961,23983,24002,24384,24430,24441,24448,24579,25093,25117
25146,23983,24002,24384,24430,24441,24448,24579,25093,25117,25139
25173,24384,24430,24441,24448,24579,25093,25117,25139,25146,25161
25183,24430,24441,24448,24579,25093,25117,25139,25146,25161,25173
25201,24441,24448,24579,25093,25117,25139,25146,25161,25173,25183
25203,24448,24579,25093,25117,25139,25146,25161,25173,25183,25201
25218,24579,25093,25117,25139,25146,25161,25173,25183,25201,25203
25238,25093,25117,25139,25146,25161,25173,25183,25201,25203,25218
25117,23959,23961,23983,24002,24384,24430,24441,24448,24579,25093
25139,23961,23983,24002,24384,24430,24441,24448,24579,25093,25117
25146,23983,24002,24384,24430,24441,24448,24579,25093,25117,25139
25161,9950,14479,14900,15198,16824,19622,19917,23947,23949,0
25173,24002,24384,24430,24441,24448,24579,25093,25117,25139,25146
25183,24384,24430,24441,24448,24579,25093,25117,25139,25146,25173
25201,24430,24441,24448,24579,25093,25117,25139,25146,25173,25183
25203,24441,24448,24579,25093,25117,25139,25146,25173,25183,25201
25218,24448,24579,25093,25117,25139,25146,25173,25183,25201,25203
25238,24579,25093,25117,25139,25146,25173,25183,25201,25203,25218
