25474,8573,9111,9184,25468,25473,0,0,0,0,0
25478,8573,9111,9184,25468,25473,25474,0,0,0,0
25499,8573,9111,9184,25468,25473,25474,25478,0,0,0
25513,8573,9111,9184,25468,25473,25474,25478,25499,0,0
25519,8573,9111,9184,25468,25473,25474,25478,25499,25513,0
25523,8573,9111,9184,25468,25473,25474,25478,25499,25513,25519
29935,9111,9184,25468,25473,25474,25478,25499,25513,25519,25523
36726,9184,25468,25473,25474,25478,25499,25513,25519,25523,29935
36728,25468,25473,25474,25478,25499,25513,25519,25523,29935,36726
36733,25473,25474,25478,25499,25513,25519,25523,29935,36726,36728
