10518,4150,5630,5720,5732,5844,5847,5849,9949,9952,10517
10550,1651,1946,4381,4414,6945,7595,10098,10514,10540,0
10556,1651,1946,4381,4414,6945,7595,10098,10514,10540,10550
11360,6494,6502,6513,6531,6562,6574,6581,10002,10004,11014
16039,10062,11063,12368,12373,12644,13166,13958,15033,15202,15695
16043,11063,12368,12373,12644,13166,13958,15033,15202,15695,16039
16047,5851,6394,7406,9931,9934,10306,10308,10921,11134,11745
16049,6394,7406,9931,9934,10306,10308,10921,11134,11745,16047
16054,2455,2457,4767,5869,5871,7552,9957,9959,10312,10313
16056,2457,4767,5869,5871,7552,9957,9959,10312,10313,16054
17617,16516,16638,17010,17017,17020,17025,17437,17442,17450,17606
17670,16638,17010,17017,17020,17025,17437,17442,17450,17606,17617
17679,17010,17017,17020,17025,17437,17442,17450,17606,17617,17670
17685,17017,17020,17025,17437,17442,17450,17606,17617,17670,17679
18642,17020,17025,17437,17442,17450,17606,17617,17670,17679,17685
18726,17025,17437,17442,17450,17606,17617,17670,17679,17685,18642
18793,17437,17442,17450,17606,17617,17670,17679,17685,18642,18726
18798,17442,17450,17606,17617,17670,17679,17685,18642,18726,18793
18805,17450,17606,17617,17670,17679,17685,18642,18726,18793,18798
18824,17606,17617,17670,17679,17685,18642,18726,18793,18798,18805
