101487,99849,99855,99856,99863,99955,99988,101310,101461,101480,101483
101495,99855,99856,99863,99955,99988,101310,101461,101480,101483,101487
101500,99856,99863,99955,99988,101310,101461,101480,101483,101487,101495
101506,99863,99955,99988,101310,101461,101480,101483,101487,101495,101500
101510,99955,99988,101310,101461,101480,101483,101487,101495,101500,101506
101544,99988,101310,101461,101480,101483,101487,101495,101500,101506,101510
101548,101310,101461,101480,101483,101487,101495,101500,101506,101510,101544
101555,101461,101480,101483,101487,101495,101500,101506,101510,101544,101548
101557,101480,101483,101487,101495,101500,101506,101510,101544,101548,101555
102038,101483,101487,101495,101500,101506,101510,101544,101548,101555,101557
82020,77101,77136,77329,81999,82003,82005,82010,82011,82014,82018
82027,77136,77329,81999,82003,82005,82010,82011,82014,82018,82020
82232,44564,44566,44567,44573,44575,44577,71936,71941,78954,78988
82243,44566,44567,44573,44575,44577,71936,71941,78954,78988,82232
91238,44567,44573,44575,44577,71936,71941,78954,78988,82232,82243
91240,44573,44575,44577,71936,71941,78954,78988,82232,82243,91238
91276,44575,44577,71936,71941,78954,78988,82232,82243,91238,91240
99529,77329,81999,82003,82005,82010,82011,82014,82018,82020,82027
104410,73942,75963,75974,77243,0,0,0,0,0,0
104414,73942,75963,75974,77243,104410,0,0,0,0,0
