20891,5047,5102,5129,8055,8101,10055,15213,15618,17826,20890
20892,5102,5129,8055,8101,10055,15213,15618,17826,20890,20891
20912,5129,8055,8101,10055,15213,15618,17826,20890,20891,20892
20915,19126,19128,19291,19486,19487,19514,20499,20851,20862,20882
20955,19128,19291,19486,19487,19514,20499,20851,20862,20882,20915
20959,9957,9959,10312,10313,16054,16056,16156,17294,20544,20547
20960,9959,10312,10313,16054,16056,16156,17294,20544,20547,20959
22017,19291,19486,19487,19514,20499,20851,20862,20882,20915,20955
22023,10312,10313,16054,16056,16156,17294,20544,20547,20959,20960
24251,17977,18029,18032,18488,18591,21008,21019,21074,22420,23885
