24214,16078,16184,19205,19212,19308,19527,19548,19582,20262,23935
24215,16184,19205,19212,19308,19527,19548,19582,20262,23935,24214
29643,24498,24516,24538,24542,24546,25496,29340,29479,29482,29642
32078,23178,23214,23216,23896,23999,24022,24061,24456,27932,30740
35065,33235,33244,33940,33942,33946,33995,34620,34627,34636,35032
35066,33244,33940,33942,33946,33995,34620,34627,34636,35032,35065
35236,23216,23896,23999,24022,24061,24456,27932,30740,32078,33460
35588,31395,31403,31415,31470,31521,31533,31737,31747,31753,33897
46212,39611,39613,39614,39617,39619,39784,41585,41630,42296,46189
46234,39613,39614,39617,39619,39784,41585,41630,42296,46189,46212
84009,51381,51384,51389,51399,51402,51424,83997,0,0,0
84027,51381,51384,51389,51399,51402,51424,83997,84009,0,0
84053,51381,51384,51389,51399,51402,51424,83997,84009,84027,0
91331,51381,51384,51389,51399,51402,51424,83997,84009,84027,84053
91732,51384,51389,51399,51402,51424,83997,84009,84027,84053,91331
91734,51389,51399,51402,51424,83997,84009,84027,84053,91331,91732
91754,51399,51402,51424,83997,84009,84027,84053,91331,91732,91734
91761,51402,51424,83997,84009,84027,84053,91331,91732,91734,91754
91767,51424,83997,84009,84027,84053,91331,91732,91734,91754,91761
91772,83997,84009,84027,84053,91331,91732,91734,91754,91761,91767
